customer_id,first_name,last_name,gender,age,email,phone,city,state,country,signup_date,loyalty_tier,preferred_channel
CUST00189,Karen,Gonzalez,Female,39,kristen12@gmail.com,057.806.4520x17527,Matthewberg,Kansas,USA,2023-04-20,Platinum,In-Store
CUST00190,Ashley,Fletcher,Female,64,alexandra41@pope.com,(669)985-1065,East Rachel,South Dakota,USA,2025-06-05,Silver,Mobile App
CUST00191,Kent,Cantu,Male,57,tasha98@costa-roman.com,607-024-2321x4802,Justinberg,Ohio,USA,2021-11-02,Platinum,Web
CUST00192,Alejandra,Benton,Female,55,duanenewman@yahoo.com,001-718-898-8137x87865,New Sharon,Ohio,USA,2025-08-10,Platinum,In-Store
CUST00193,Jackson,Pratt,Male,23,travis38@black.biz,+1-596-920-2371,Melissafurt,Nebraska,USA,2024-07-03,Platinum,Mobile App
CUST00194,Sarah,Singleton,Male,47,kmartinez@ball.com,001-884-267-7806,Carlfurt,South Carolina,USA,2022-10-12,Silver,Web
CUST00195,Jeremy,Robinson,Female,42,jbuckley@lynch.biz,+1-546-792-3604x85422,East Steve,Hawaii,USA,2021-10-20,Gold,Web
CUST00196,Alexander,Wilson,Female,38,kelly65@king.com,+1-729-798-6425x57068,Jamesfort,Pennsylvania,USA,2021-07-04,Gold,Mobile App
CUST00197,Brianna,Rose,Female,66,xmckinney@hotmail.com,2089587241,New Roberttown,Vermont,USA,2025-05-31,Gold,Mobile App
CUST00198,Matthew,Wright,Male,48,smithrobert@smith.net,(689)367-0929,West Ryanport,Kansas,USA,2022-10-15,Silver,In-Store
CUST00199,Matthew,Howell,Other,21,brittanyparker@sloan-preston.org,222.594.4523,East Michaelburgh,North Dakota,USA,2022-06-28,Gold,Web
CUST00200,Kara,Porter,Other,22,michaelashaw@gmail.com,(840)376-2109,Espinozamouth,Ohio,USA,2025-02-25,Platinum,Web
CUST00201,Brandi,James,Male,33,ralphpatel@gmail.com,+1-339-281-8077x2211,Kimberlymouth,Alaska,USA,2021-10-29,Silver,Web
CUST00202,Gabriella,Rodriguez,Other,27,fmarshall@jones-franklin.com,001-812-198-4080x69121,East Kevinmouth,Texas,USA,2024-07-24,Silver,Web
CUST00203,Joseph,Blair,Female,60,nwhitaker@gmail.com,335-835-0845,Port Trevor,North Dakota,USA,2023-05-20,Silver,In-Store
CUST00204,James,Cannon,Male,47,wgonzalez@campbell.com,542-137-5704,Anthonytown,Michigan,USA,2026-04-27,Platinum,Mobile App
CUST00205,Teresa,Moore,Female,28,kevinbaker@nichols.org,+1-044-037-7653x7092,Michaelland,Kentucky,USA,2022-03-10,Platinum,In-Store
CUST00206,Mark,Hamilton,Other,63,davismelanie@gmail.com,+1-970-049-0949x864,Susanport,Arkansas,USA,2022-02-18,Silver,Web
CUST00207,Mark,Keller,Female,24,coopersamantha@davis.com,(503)900-2993x970,Reedton,Iowa,USA,2025-11-15,Platinum,Web
CUST00208,John,Robertson,Female,54,kjackson@mitchell-scott.com,(859)576-2948x5318,New Kathleen,Delaware,USA,2023-03-27,Platinum,Mobile App
CUST00209,Ariel,Peters,Female,63,benjamin57@figueroa.org,175-521-7815,West Richard,Iowa,USA,2025-03-24,Silver,Web
CUST00210,Jonathan,Hudson,Other,62,cantucarl@nicholson.info,+1-516-824-8495,North Tina,Washington,USA,2021-05-10,Platinum,Web
CUST00211,Manuel,Beasley,Male,62,ijohnston@harper-francis.com,856.014.6275,Brandonbury,Kansas,USA,2023-09-28,Gold,In-Store
CUST00212,Amber,Barnes,Other,69,rvang@fisher-harvey.com,(594)784-8392x4103,Darlenemouth,Kansas,USA,2024-04-05,Silver,In-Store
CUST00213,Margaret,Taylor,Male,40,montgomerymarc@gmail.com,039.233.3200x9646,Petersonshire,Texas,USA,2022-02-01,Platinum,Mobile App
CUST00214,David,Gonzales,Other,41,xcervantes@white.biz,(369)776-0910x37405,Williamburgh,Arizona,USA,2026-04-06,Silver,In-Store
CUST00215,Alexa,Carter,Other,39,goodwinkristin@woodard-branch.net,(024)757-9177,Port Jennifer,Alaska,USA,2025-07-25,Silver,Mobile App
CUST00216,Cindy,Armstrong,Female,24,stevenvaughn@bennett-christian.com,001-114-430-6724x20120,Samanthamouth,Illinois,USA,2024-05-19,Gold,Mobile App
CUST00217,Cody,Morris,Other,47,scott46@lewis.org,6600586647,Jacobshire,Michigan,USA,2021-09-01,Platinum,Web
CUST00218,Connie,Cox,Female,29,jonathan94@lewis.biz,738-740-5641x514,Mileshaven,Utah,USA,2023-11-06,Platinum,In-Store
CUST00219,Christina,Juarez,Other,35,jeanneross@hotmail.com,681.456.6886x50939,Youngburgh,New Hampshire,USA,2022-05-09,Platinum,In-Store
CUST00220,Amy,Wilson,Female,47,pricelarry@gmail.com,(738)377-6956x22350,Christineland,Oregon,USA,2024-04-04,Gold,In-Store
CUST00221,Susan,Garza,Other,35,bakereric@yahoo.com,264-132-2100,Deannaville,Michigan,USA,2025-10-14,Gold,Web
CUST00222,Peter,Vance,Male,35,dylan35@gmail.com,432.966.4811x963,Robertsville,Connecticut,USA,2025-01-19,Gold,Web
CUST00223,Terri,Medina,Female,54,debrasingleton@gmail.com,001-367-577-6562x80088,Port Lisaberg,Kansas,USA,2021-06-01,Platinum,In-Store
CUST00224,Isaiah,Rios,Female,39,joseph83@yahoo.com,001-674-267-0298,Debbiestad,Rhode Island,USA,2026-02-21,Silver,Mobile App
CUST00225,Joseph,Potter,Female,29,phyllis46@hotmail.com,(114)844-6284x867,Howardfurt,Wyoming,USA,2021-07-06,Gold,Web
CUST00226,Jonathan,Schmidt,Female,69,mary19@knight-frey.com,5107556930,Lisaview,California,USA,2024-05-01,Gold,Mobile App
CUST00227,Lee,Olsen,Female,56,ddunn@mclaughlin-scott.org,822.227.3240x3762,Lake Vincentburgh,Wyoming,USA,2023-07-18,Platinum,Mobile App
CUST00228,Kathryn,Gray,Other,18,bryan89@gmail.com,177-248-3897,East Brandy,Maryland,USA,2023-12-28,Platinum,Web
CUST00229,Shawn,Richardson,Male,33,perrysusan@hotmail.com,+1-059-201-5323x8555,Port Taylorland,North Dakota,USA,2023-08-22,Platinum,Mobile App
CUST00230,Jesse,Branch,Female,53,brandi89@gmail.com,960-782-5410x962,Davisberg,Kansas,USA,2024-06-27,Silver,In-Store
CUST00231,Jeffery,Murray,Female,59,vdavis@holloway-best.com,768-128-6271x02419,Port Angelaside,Tennessee,USA,2021-07-07,Platinum,Mobile App
CUST00232,Ryan,Fisher,Female,68,williamsrobert@hotmail.com,235.613.2582x6195,Martinezview,Missouri,USA,2022-06-05,Silver,Web
CUST00233,Karina,Bartlett,Female,32,rdillon@hotmail.com,(126)451-1566,Howardberg,Minnesota,USA,2022-12-17,Gold,In-Store
CUST00234,Dalton,Turner,Male,37,holly57@lowe.com,001-325-427-0288x20268,South Katherineburgh,Virginia,USA,2023-01-24,Platinum,In-Store
CUST00235,Laurie,Blair,Female,48,thomassmith@soto-robinson.info,464.778.5060x2490,Fieldsport,Nebraska,USA,2023-06-26,Platinum,In-Store
CUST00236,Jason,Cooper,Female,45,jamesbennett@yahoo.com,001-664-314-5104,New Nicholasstad,Hawaii,USA,2023-02-19,Platinum,In-Store
CUST00237,Michael,Sampson,Female,40,hunterdenise@morales-bautista.com,(404)792-1636,Haynesmouth,Oklahoma,USA,2023-12-23,Platinum,Mobile App
CUST00238,Lori,Duran,Female,37,athomas@castillo.com,749-028-8622x706,East Julia,Texas,USA,2026-03-31,Gold,Web
CUST00239,Andrew,Williams,Male,64,james64@ibarra-young.com,001-254-190-1851x99997,Christinaland,Washington,USA,2023-12-30,Silver,Mobile App
CUST00240,Rebekah,Thomas,Male,65,daniel07@vaughn.com,818.361.0617,North Nancy,Oregon,USA,2024-03-04,Platinum,In-Store
CUST00241,Morgan,Henderson,Male,30,michaelbennett@hotmail.com,140.323.7512x264,Kimhaven,Ohio,USA,2025-07-28,Silver,In-Store
CUST00242,Regina,Adams,Female,35,lalvarez@gmail.com,300.311.4142x6133,East Sandrafort,Florida,USA,2024-05-07,Platinum,In-Store
CUST00243,Tina,Nguyen,Other,56,shannonwalton@yahoo.com,0538785552,Katrinaton,Iowa,USA,2025-06-12,Gold,Web
CUST00244,Carly,Wong,Male,36,crystalramirez@yahoo.com,+1-939-170-7161,Browntown,Illinois,USA,2022-09-05,Silver,Mobile App
CUST00245,Bryan,Bradley,Male,37,hwilliams@carroll.com,106.707.3633,Nicoletown,West Virginia,USA,2024-09-06,Silver,In-Store
CUST00246,Michael,Swanson,Other,26,hayleybailey@yahoo.com,709.277.2181x3608,East Rebeccashire,Massachusetts,USA,2023-07-03,Gold,Web
CUST00247,Crystal,Weber,Male,53,rodriguezryan@wheeler.info,+1-195-446-5080x0339,Davisbury,South Dakota,USA,2026-04-26,Gold,In-Store
CUST00248,Christina,Cox,Male,58,ibrowning@yahoo.com,269.819.1668x6818,East Jonathanstad,Kentucky,USA,2025-03-15,Gold,Web
CUST00249,Angela,Tucker,Male,54,amanda73@yahoo.com,(424)078-4235x30619,North Debra,Maine,USA,2024-01-31,Gold,Mobile App
CUST00250,Neil,Smith,Female,46,coffeychristopher@hotmail.com,940.914.3099x480,New Jamesmouth,West Virginia,USA,2025-01-17,Gold,Web
CUST00251,Mary,Lozano,Male,34,elijah01@sanchez.net,(845)043-3093x1211,Port Derrickchester,North Carolina,USA,2022-12-28,Gold,Web
CUST00252,Christopher,Smith,Male,43,michelle44@fisher.com,001-678-517-7673,Samuelmouth,Nebraska,USA,2021-07-30,Gold,Web
CUST00253,Todd,Brown,Other,58,tfry@williams.com,2267113972,East Amanda,Michigan,USA,2023-01-01,Platinum,Web
CUST00254,Logan,Sutton,Male,27,steven76@mccullough-diaz.org,426.387.2910,Elizabethmouth,Hawaii,USA,2023-11-11,Platinum,Mobile App
CUST00255,Leah,Murphy,Male,33,glendavis@caldwell.biz,184-821-0703x64298,Port Terri,Oregon,USA,2021-08-11,Silver,In-Store
CUST00256,Emily,Farrell,Female,56,christopherbriggs@yahoo.com,294-659-8302,Joshuafurt,Pennsylvania,USA,2023-02-24,Platinum,In-Store
CUST00257,Jason,Torres,Male,67,xrivera@hotmail.com,(583)767-0206x876,Clarkville,New Mexico,USA,2022-05-11,Platinum,Mobile App
CUST00258,Tracy,Todd,Female,46,travisbryant@hotmail.com,(296)878-2779,Amandahaven,Rhode Island,USA,2021-09-28,Gold,In-Store
CUST00259,Robert,Johnson,Female,37,laura94@wallace-jones.com,(812)873-7748,Lawrencetown,Louisiana,USA,2024-05-12,Platinum,In-Store
CUST00260,Jonathan,Weber,Male,57,don86@gmail.com,507.143.6548,Guerreroland,Pennsylvania,USA,2024-04-19,Platinum,Web
CUST00261,Frederick,Martin,Male,58,webbamber@yahoo.com,662-643-0915,Port Christine,Maryland,USA,2021-09-24,Silver,Mobile App
CUST00262,Thomas,Carlson,Other,23,wellsjohn@gmail.com,(214)602-3787x07698,North Thomas,Wisconsin,USA,2022-07-06,Silver,Web
CUST00263,Jesse,Thompson,Male,53,osbornregina@yahoo.com,001-607-102-8222x318,East Penny,Utah,USA,2022-01-09,Silver,Web
CUST00264,Howard,Gallagher,Male,44,zmoore@dominguez-evans.com,(160)546-7466,Port Tonyfort,Virginia,USA,2025-10-12,Gold,In-Store
CUST00265,David,Hurley,Other,48,ajones@neal.com,+1-800-365-2428x21097,East Jasmine,Alaska,USA,2023-09-09,Gold,Web
CUST00266,Rebecca,Bailey,Male,36,brittany29@harrison-hunter.com,287-372-6115x4639,Marytown,Iowa,USA,2025-06-07,Platinum,Mobile App
CUST00267,Patricia,Miller,Other,47,tracy79@cooper-potter.com,465-229-7403x95687,East Arthur,South Carolina,USA,2022-01-14,Silver,In-Store
CUST00268,Michelle,Jones,Male,34,kathleengarcia@garcia-hatfield.info,(496)381-0437x5483,New Elizabeth,Ohio,USA,2021-05-21,Platinum,In-Store
CUST00269,Kevin,Hernandez,Other,69,rodriguezmatthew@cochran.com,001-275-765-8180x5845,Barnetttown,Wyoming,USA,2024-01-25,Silver,Mobile App
CUST00270,Sharon,Carter,Male,52,michael47@gmail.com,6240180652,Port Carolyn,Iowa,USA,2023-10-12,Silver,In-Store
CUST00271,Alan,Scott,Male,35,jodibullock@hotmail.com,(864)005-1672x9018,South Karen,Connecticut,USA,2023-04-04,Silver,Web
CUST00272,Kim,Kelly,Male,28,donaldsonjohn@mccann.info,517.471.1919x5553,South Sharon,Missouri,USA,2026-01-27,Gold,In-Store
CUST00273,Jennifer,Garner,Other,70,gardnerashley@gmail.com,001-983-660-5048x1247,West Carl,Wisconsin,USA,2024-12-01,Platinum,Mobile App
CUST00274,Hannah,Barnett,Female,25,gomezrichard@yahoo.com,6463989535,Andersonburgh,Nebraska,USA,2026-01-18,Gold,In-Store
CUST00275,Robin,Vargas,Female,62,angelacooper@burns-diaz.org,+1-926-105-3353,Lake Johnport,Missouri,USA,2022-11-17,Gold,Mobile App
CUST00276,David,Smith,Other,52,garciakyle@sellers.com,+1-043-850-6637x47556,South Johnhaven,Mississippi,USA,2023-10-29,Gold,Mobile App
CUST00277,Michael,Brown,Male,56,ubrown@yahoo.com,+1-312-493-2011,Port Eileen,Montana,USA,2025-10-30,Silver,Mobile App
CUST00278,Emily,Maddox,Other,38,john52@yahoo.com,(075)043-9789x8829,Bryanport,Oregon,USA,2026-04-04,Platinum,Mobile App
CUST00279,Jessica,Owen,Male,23,mccormickdavid@jones-griffith.net,986-085-7522,Swansonland,Massachusetts,USA,2025-08-30,Silver,In-Store
CUST00280,Charles,Burton,Other,55,lori12@herman.com,(747)125-7335x501,North Mark,New Hampshire,USA,2025-10-09,Silver,In-Store
CUST00281,Cynthia,Fernandez,Female,54,loganrobert@gmail.com,203-254-6984x7174,East Tiffany,Nevada,USA,2025-06-11,Silver,Web
CUST00282,Sarah,Marks,Female,51,brichards@hotmail.com,937.281.7218x222,Lake Michael,Georgia,USA,2023-06-29,Platinum,Mobile App
CUST00283,James,Maldonado,Female,29,xhernandez@yahoo.com,962-309-5237x318,North Joshua,Georgia,USA,2025-01-23,Platinum,Mobile App
CUST00284,Ross,Mosley,Other,70,ashleysandoval@miller-martinez.com,2990693637,Port Catherineland,Massachusetts,USA,2024-02-07,Gold,Web
CUST00285,Thomas,Tate,Female,40,carl85@russell.com,+1-451-201-3069x25536,Wallshire,New Hampshire,USA,2023-10-24,Gold,Mobile App
CUST00286,Matthew,Hayden,Female,60,emilymorgan@williams.com,(534)434-7263x1760,East Sherri,Illinois,USA,2023-06-18,Silver,Web
CUST00287,Robert,Hayden,Female,44,sharonadams@long.com,(427)554-9087x6232,North Mollyborough,Arizona,USA,2024-04-01,Platinum,Mobile App
CUST00288,Tracy,Oliver,Female,60,thomascole@miller.com,(988)825-8983x7194,Jenniferfort,Mississippi,USA,2024-05-07,Gold,In-Store
CUST00289,Alexander,Maxwell,Male,47,antoniowarner@gmail.com,(035)114-9888,South Julieshire,Utah,USA,2023-06-06,Silver,Mobile App
CUST00290,Amy,Smith,Female,38,sabrinawilliams@hotmail.com,001-084-352-8744,West Elizabeth,Wyoming,USA,2024-04-16,Silver,Mobile App
CUST00291,Lisa,Lewis,Other,70,joe64@johnson.com,+1-653-649-2015,Port Becky,Montana,USA,2022-01-11,Silver,In-Store
CUST00292,Corey,Green,Other,47,hvang@blair-shepherd.info,238-803-9487,Port Allison,New Jersey,USA,2023-08-22,Gold,Web
CUST00293,Bobby,Sanchez,Male,51,candacewells@roberts-allen.com,699.946.0525x80029,Jasonmouth,Montana,USA,2025-07-20,Gold,In-Store
CUST00294,Molly,Wheeler,Female,58,smithsusan@maynard-ballard.org,718-197-6152x980,New Larry,Michigan,USA,2024-05-28,Gold,Web
CUST00295,Lisa,Miller,Male,35,christopher83@gmail.com,+1-234-818-1819x865,Jesseborough,Pennsylvania,USA,2025-04-19,Platinum,Web
CUST00296,Leroy,Keith,Female,46,kmassey@taylor.com,706-467-2201,Kimberlyborough,Arizona,USA,2023-07-10,Platinum,Mobile App
CUST00297,Katherine,Wyatt,Male,19,ystevenson@lewis.com,(449)736-2419x48869,West Ashley,Massachusetts,USA,2025-12-22,Platinum,In-Store
CUST00298,Melissa,Curry,Male,63,victoria48@allen-harris.org,192-094-7020,West Erinport,Connecticut,USA,2022-05-04,Silver,Mobile App
CUST00299,Michelle,Andrade,Other,18,smitchell@gmail.com,001-227-133-0598,Meyertown,Missouri,USA,2023-08-03,Platinum,Mobile App
CUST00300,Peter,Brewer,Male,32,lisa64@gmail.com,352-979-9235x28422,Paulchester,Colorado,USA,2025-10-11,Silver,Mobile App
CUST00301,Kelly,Gomez,Male,59,angelagregory@hotmail.com,223.803.4739x4931,Lake Karenville,Kentucky,USA,2021-05-17,Silver,Mobile App
CUST00302,Kayla,Morris,Other,36,zjohnson@hotmail.com,+1-617-869-8854x6239,Jennystad,Delaware,USA,2024-09-01,Platinum,In-Store
CUST00303,Cindy,Cain,Female,44,williamsjesse@yahoo.com,001-410-300-0474,North Rebekah,Nebraska,USA,2023-04-04,Gold,Mobile App
CUST00304,Chad,Gibson,Male,47,carolinecalderon@robinson-rodriguez.biz,(921)100-6917,Bonnieborough,Iowa,USA,2021-10-02,Platinum,Web
CUST00305,Nathaniel,Martin,Female,30,bryanford@hubbard.com,396.569.6422x2530,New Davidchester,Florida,USA,2023-08-02,Platinum,In-Store
CUST00306,Adrian,Bean,Other,26,calebwalsh@brown.net,6830944146,North Ericborough,Utah,USA,2025-10-12,Silver,Mobile App
CUST00307,Jessica,Villanueva,Female,39,sbaldwin@may-brown.biz,501-483-3585,Danaberg,North Dakota,USA,2022-02-16,Platinum,Mobile App
CUST00308,James,Rodriguez,Male,36,umitchell@yahoo.com,(410)031-7316x5483,Natalieside,New Mexico,USA,2022-06-19,Platinum,Mobile App
CUST00309,Thomas,Carroll,Other,55,jasminesantiago@bowen-frederick.net,430.338.4809,North Anna,Hawaii,USA,2025-12-19,Platinum,Mobile App
CUST00310,Jonathan,Kelly,Male,46,lramos@hotmail.com,001-564-125-4772x30872,West Yvettemouth,West Virginia,USA,2024-04-23,Platinum,Mobile App
CUST00311,Erik,Smith,Female,39,james49@hunt.com,+1-029-641-4278x1952,Aaronville,Tennessee,USA,2022-01-25,Platinum,In-Store
CUST00312,Monique,Torres,Female,47,hillwilliam@barnes-larson.org,243.011.4558x2012,Cobbchester,Arizona,USA,2024-03-01,Gold,Web
CUST00313,Kenneth,Lopez,Other,33,walkeramy@gmail.com,696-691-8025,North Georgeside,Minnesota,USA,2022-01-28,Platinum,Mobile App
CUST00314,John,Wood,Male,67,robert86@tate.com,565.519.9846x839,New Gabriel,Iowa,USA,2023-07-24,Gold,Web
CUST00315,Michael,Armstrong,Female,65,scottkyle@johnson.net,179.019.2824x6794,North Dawn,Utah,USA,2023-01-31,Gold,In-Store
CUST00316,Tyler,Deleon,Female,42,jamesrodriguez@jennings-dennis.com,366.962.6716x18752,North Richardside,Nevada,USA,2024-04-18,Platinum,In-Store
CUST00317,Lisa,Brown,Male,49,kjenkins@smith.com,337.552.1680,Smithhaven,Arizona,USA,2024-06-08,Silver,Web
CUST00318,Elizabeth,Cook,Other,55,bauerbrenda@murray.biz,530.206.9671x76526,Osbornborough,New Mexico,USA,2024-04-14,Gold,Web
CUST00319,Laura,Davis,Female,24,nrhodes@hernandez-wright.com,(042)418-0361x33411,Danielmouth,New Hampshire,USA,2022-11-12,Platinum,Mobile App
CUST00320,Mark,Grant,Male,64,njones@gmail.com,000.777.1270x6322,Smithfurt,Colorado,USA,2025-10-27,Silver,Mobile App
CUST00321,Stephen,Anderson,Other,27,elizabethwilliams@lindsey.net,378-125-1217,East Brian,Wyoming,USA,2022-09-12,Silver,Mobile App
CUST00322,Emily,Newman,Female,39,alexandersanchez@gmail.com,2856204649,Port Adriennechester,Michigan,USA,2024-03-01,Platinum,In-Store
CUST00323,Bryan,Hull,Female,59,jfitzpatrick@mcdonald.com,(653)752-1372,Nicholasberg,Colorado,USA,2023-01-30,Silver,Mobile App
CUST00324,Richard,Alexander,Other,52,donald56@watson.info,955.819.5494x0362,Tiffanyshire,South Dakota,USA,2023-08-16,Gold,Mobile App
CUST00325,Charles,Fitzgerald,Other,63,alicecuevas@yahoo.com,869.195.8636,Port Suzanne,Indiana,USA,2026-02-13,Gold,In-Store
CUST00326,Elizabeth,Fisher,Male,57,todd29@johnson.com,770-923-0559x343,Lake Wayne,Rhode Island,USA,2023-06-18,Silver,Web
CUST00327,Jeffrey,Barton,Other,61,timothyfloyd@santana-johnson.com,363-250-6039,Rebeccamouth,New Jersey,USA,2025-01-18,Gold,Web
CUST00328,Jennifer,Dunn,Other,23,micheleescobar@hotmail.com,(665)306-2254,East John,Nevada,USA,2025-10-22,Gold,Web
CUST00329,Kevin,Perez,Other,63,gwong@yahoo.com,2547701712,East Robert,Georgia,USA,2021-10-04,Silver,Mobile App
CUST00330,Kathy,Clark,Male,62,justinfigueroa@gmail.com,(810)794-9962x5753,West Robinborough,Missouri,USA,2025-11-17,Gold,Web
CUST00331,Tonya,Hampton,Male,38,tanyasteele@edwards.com,+1-548-902-8014,New Teresa,New Hampshire,USA,2025-01-30,Silver,Mobile App
CUST00332,Jamie,Davis,Female,41,emcpherson@kelly.info,375-550-7376,Gutierrezshire,Utah,USA,2022-03-22,Gold,Web
CUST00333,Jerry,Hall,Male,51,qanderson@yahoo.com,+1-461-977-2306x0762,New Richardhaven,Maine,USA,2025-03-20,Gold,In-Store
CUST00334,Gina,Wilson,Other,68,mooreamanda@phillips.com,875-984-6937,New Stephenchester,Delaware,USA,2022-07-11,Silver,Web
CUST00335,Brenda,Lopez,Male,23,washingtoncorey@hotmail.com,+1-782-733-5547,Wellsside,Indiana,USA,2021-06-30,Platinum,Mobile App
CUST00336,Raymond,Nichols,Other,61,isabellaoneill@white-peck.com,(497)214-1708x9882,South Pamela,Iowa,USA,2022-01-24,Silver,Mobile App
CUST00337,David,Craig,Other,27,wjohnson@smith.com,2447912866,East Michaelside,Colorado,USA,2024-06-22,Silver,Mobile App
CUST00338,David,Rivera,Other,34,sanchezmichelle@hotmail.com,953-228-9131x14019,Markhaven,West Virginia,USA,2021-09-17,Gold,Mobile App
CUST00339,Lisa,Buck,Other,18,richard06@hotmail.com,(080)496-0555,Port Tammy,North Dakota,USA,2023-07-25,Gold,Mobile App
CUST00340,Robert,Pratt,Other,52,qkennedy@thompson.net,379.325.8471x390,South Robert,Delaware,USA,2024-08-26,Silver,Web
CUST00341,Jonathan,White,Female,40,juanjordan@houston.org,045-753-9488x530,West Paige,Wisconsin,USA,2023-04-21,Platinum,Mobile App
CUST00342,Vincent,Rowland,Other,45,wayne40@yahoo.com,001-653-973-8347x831,Suzannestad,Utah,USA,2024-08-08,Platinum,Mobile App
CUST00343,Michael,Salinas,Female,37,anthonysmith@buck-parker.com,+1-143-754-5712,Lake Sara,Louisiana,USA,2026-02-27,Silver,Mobile App
CUST00344,Maria,Patel,Female,24,joneswendy@hotmail.com,8365156535,Jacksonfort,Colorado,USA,2025-05-31,Silver,Mobile App
CUST00345,Victoria,Fisher,Other,40,estrong@santiago-franklin.com,001-297-284-3645x169,Williamtown,North Carolina,USA,2022-02-10,Platinum,Mobile App
CUST00346,Arthur,Kelly,Other,36,dennispotts@juarez.com,4869642329,Jasonshire,Arizona,USA,2022-12-18,Silver,In-Store
CUST00347,Kenneth,Brown,Female,35,lejames@hotmail.com,(275)960-9643x6202,New Donaldview,Utah,USA,2025-10-30,Silver,In-Store
CUST00348,Lindsey,Mercer,Other,67,kendra60@hartman-lawrence.com,001-130-394-3119,Matthewtown,Oklahoma,USA,2025-04-02,Platinum,Web
CUST00349,Rachel,Bray,Other,65,briggsrandy@griffin.com,(018)023-3352,Lake Meganhaven,Nebraska,USA,2024-12-09,Gold,Mobile App
CUST00350,Charles,Bradshaw,Male,56,hannah53@patterson-espinoza.net,001-099-598-9544x382,Millertown,Delaware,USA,2024-06-15,Gold,Web
CUST00351,Amber,Butler,Other,30,chadhogan@gmail.com,(731)078-8017,Jamesview,New Mexico,USA,2024-05-02,Platinum,Mobile App
CUST00352,Margaret,Finley,Other,66,reeveschristopher@wilson-perkins.com,(448)593-9051x855,South Kimberlyton,Virginia,USA,2024-05-31,Platinum,In-Store
CUST00353,Brittany,Nash,Other,26,rebecca92@wiley.biz,(024)557-2037,Wolfeton,Massachusetts,USA,2025-06-07,Platinum,Web
CUST00354,Christopher,Wright,Other,59,ggallegos@hotmail.com,602.907.8096x3181,Mitchellport,Maine,USA,2024-11-22,Silver,Mobile App
CUST00355,Kayla,Brooks,Female,20,rstewart@pearson-sims.info,836-258-6582x2541,Jeremyside,Kentucky,USA,2022-06-04,Platinum,Mobile App
CUST00356,Anthony,Clark,Other,26,akirk@hartman.com,+1-842-684-4310x93206,Michellemouth,Minnesota,USA,2022-07-13,Silver,Mobile App
CUST00357,Amber,Alexander,Female,65,michellemartinez@taylor.info,247.001.5673,West Jonport,Mississippi,USA,2021-12-20,Gold,Web
CUST00358,Michael,Edwards,Male,26,chadrobertson@yahoo.com,(199)248-3115,Matthewland,Minnesota,USA,2022-06-16,Platinum,Mobile App
CUST00359,Ashley,Gill,Other,50,michele51@yahoo.com,220-947-9535x62927,North Kelly,Idaho,USA,2025-04-15,Gold,Web
CUST00360,Thomas,Vaughan,Female,70,lhunt@gonzales.info,+1-318-825-3394x095,West Williamberg,Montana,USA,2023-08-17,Gold,Mobile App
CUST00361,David,Hamilton,Other,39,clawrence@gmail.com,(987)472-7528x102,Lauriestad,Virginia,USA,2026-02-21,Silver,Mobile App
CUST00362,Robert,Smith,Male,27,davidblake@jones.biz,+1-412-335-3752x8016,Matthewmouth,Oklahoma,USA,2022-12-30,Silver,In-Store
CUST00363,Michelle,Snyder,Other,61,rclark@hughes.org,879.452.2649x62640,South Erika,Maine,USA,2025-04-01,Gold,In-Store
CUST00364,Laura,Burke,Female,23,jonesapril@yahoo.com,+1-375-790-8582,Mccoytown,Virginia,USA,2024-11-16,Gold,Web
CUST00365,Leslie,Stevens,Female,52,cookkelly@gmail.com,001-606-927-8397x6978,Cervantesside,Oklahoma,USA,2026-02-09,Silver,Mobile App
CUST00366,Shannon,Carter,Female,61,zacharyperez@gmail.com,5658850624,New Alex,Kansas,USA,2022-07-30,Platinum,In-Store
CUST00367,Taylor,Wright,Female,55,amandapayne@hotmail.com,592-116-4615x793,Davidton,Utah,USA,2023-04-04,Gold,In-Store
CUST00368,Ashley,Strong,Female,24,nicholas50@yahoo.com,6467442616,North Chloeville,Missouri,USA,2023-03-28,Platinum,Web
CUST00369,Justin,Carson,Female,19,kentzachary@hotmail.com,001-225-931-0147x9767,Thomasfort,Louisiana,USA,2023-06-07,Platinum,In-Store
CUST00370,Karen,Bonilla,Female,57,lisa29@joyce-sanchez.com,+1-122-585-6993x69382,Tonimouth,Texas,USA,2025-12-11,Silver,In-Store
CUST00371,Matthew,Luna,Male,58,jacqueline58@yahoo.com,+1-574-085-8831x582,North Rebeccaton,Oklahoma,USA,2025-10-04,Gold,In-Store
CUST00372,Jacqueline,Fleming,Female,59,walshstacy@yahoo.com,001-097-779-3300x9562,East Margaretbury,Michigan,USA,2022-09-29,Gold,Web
CUST00373,Joseph,Stevens,Male,20,dfowler@morrison.com,6979780548,New Jeffrey,Indiana,USA,2022-05-04,Silver,Mobile App
CUST00374,Theresa,Johnson,Female,25,john76@esparza.com,(675)309-9682,Moonmouth,New Hampshire,USA,2023-01-04,Silver,Web
CUST00375,Christina,Wilkins,Other,26,patrick16@yahoo.com,001-962-277-2013x6598,Port Kimberly,Alaska,USA,2022-07-27,Gold,Mobile App
CUST00376,Christina,Ferguson,Female,60,collinsalexander@brown.net,(988)943-9765x3518,Townsendhaven,New York,USA,2023-02-24,Platinum,In-Store
